case_id,output_type,track_index,track_name,status,signed_min,signed_max,abs_max,signed_mean,peak_position
CASE_T1_006,RNA_SEQ,7,CL:2000010 total RNA-seq,paired,-21.12109375,18.630859375,21.12109375,2.6694871457300703e-06,777662
CASE_T1_006,RNA_SEQ,8,CL:2000011 total RNA-seq,paired,-18.669921875,17.9599609375,18.669921875,-4.610820132158744e-07,777662
CASE_T1_006,RNA_SEQ,9,CL:2000016 total RNA-seq,paired,-14.8935546875,14.998046875,14.998046875,-5.366088049656788e-06,767968
CASE_T1_006,RNA_SEQ,10,CL:2000018 total RNA-seq,paired,-16.484375,14.3671875,16.484375,7.323261892412973e-06,777662
CASE_T1_006,RNA_SEQ,11,CL:2000040 total RNA-seq,paired,-17.625,15.392578125,17.625,-9.172230618076122e-06,777662
CASE_T1_006,RNA_SEQ,12,CL:2000041 total RNA-seq,paired,-18.05859375,18.076171875,18.076171875,-1.6207662357908283e-06,767968
CASE_T1_006,RNA_SEQ,13,CL:0000115 total RNA-seq,paired,-6.10546875,6.146484375,6.146484375,0.0003021119698369268,534452
CASE_T1_006,RNA_SEQ,14,CL:0002188 total RNA-seq,paired,-11.0234375,10.49609375,11.0234375,0.0012591052568634597,536848
CASE_T1_006,RNA_SEQ,15,CL:0002543 total RNA-seq,paired,-8.87109375,8.4765625,8.87109375,0.0007430635704291921,652807
CASE_T1_006,RNA_SEQ,16,CL:0002545 total RNA-seq,paired,-5.54296875,5.3515625,5.54296875,5.393960270549947e-05,652807
CASE_T1_006,RNA_SEQ,17,CL:0002618 polyA plus RNA-seq,paired,-13.1796875,15.3125,15.3125,0.0010111525840252433,525688
CASE_T1_006,RNA_SEQ,18,CL:0002618 total RNA-seq,paired,-6.4296875,6.611328125,6.611328125,0.0005812645372485145,534452
CASE_T1_006,RNA_SEQ,19,CL:1001568 total RNA-seq,paired,-10.21875,10.568359375,10.568359375,0.0007291350997663702,663772
CASE_T1_006,RNA_SEQ,20,CL:2000010 total RNA-seq,paired,-14.15625,13.95703125,14.15625,0.0013106717136663606,617768
CASE_T1_006,RNA_SEQ,21,CL:2000011 total RNA-seq,paired,-12.86328125,12.1953125,12.86328125,0.0011425739692134916,663607
CASE_T1_006,RNA_SEQ,22,CL:2000016 total RNA-seq,paired,-10.65625,9.5498046875,10.65625,0.000959947285444118,663607
CASE_T1_006,RNA_SEQ,23,CL:2000018 total RNA-seq,paired,-9.296875,9.4765625,9.4765625,0.0006072266062647023,663772
CASE_T1_006,RNA_SEQ,24,CL:2000040 total RNA-seq,paired,-10.2109375,9.88671875,10.2109375,0.0009592324589534269,652807
CASE_T1_006,RNA_SEQ,25,CL:2000041 total RNA-seq,paired,-12.48828125,11.763671875,12.48828125,0.0010759082515077473,663607
CASE_T1_006,RNA_SEQ,26,CL:0002618 polyA plus RNA-seq,paired,-25.6171875,25.8203125,25.8203125,0.0010358192727656765,777999
CASE_T1_006,SPLICE_SITE_USAGE,0,usage_CL:0000115 total RNA-seq,paired,-0.9726517498493195,0.9726551845669746,0.9726551845669746,-6.391721291132413e-09,775920
CASE_T1_006,SPLICE_SITE_USAGE,1,usage_CL:0002188 total RNA-seq,paired,-0.9921805262565613,0.9921861290931702,0.9921861290931702,1.5382398216301496e-08,775920
CASE_T1_006,SPLICE_SITE_USAGE,2,usage_CL:0002543 total RNA-seq,paired,-0.9843692183494568,0.9843737930059433,0.9843737930059433,-6.122604478964178e-09,775920
CASE_T1_006,SPLICE_SITE_USAGE,3,usage_CL:0002545 total RNA-seq,paired,-0.9801006317138672,0.9804676100611687,0.9804676100611687,-2.926679870673965e-09,775920
CASE_T1_006,SPLICE_SITE_USAGE,4,usage_CL:0002618 polyA plus RNA-seq,paired,-0.9843684732913971,0.984373539686203,0.984373539686203,1.6638402960955645e-08,775920
CASE_T1_006,SPLICE_SITE_USAGE,5,usage_CL:0002618 total RNA-seq,paired,-0.9765570759773254,0.9765612110495567,0.9765612110495567,1.8028672998937623e-10,775920
CASE_T1_006,SPLICE_SITE_USAGE,6,usage_CL:1001568 total RNA-seq,paired,-0.9882742762565613,0.9882796928286552,0.9882796928286552,-2.086352202113062e-09,775920
CASE_T1_006,SPLICE_SITE_USAGE,7,usage_CL:2000010 total RNA-seq,paired,-0.9882742762565613,0.9882796928286552,0.9882796928286552,1.787720960155781e-08,775920
CASE_T1_006,SPLICE_SITE_USAGE,8,usage_CL:2000011 total RNA-seq,paired,-0.9882747232913971,0.9882798790931702,0.9882798790931702,1.6602822949796092e-08,775920
CASE_T1_006,SPLICE_SITE_USAGE,9,usage_CL:2000016 total RNA-seq,paired,-0.9882747232913971,0.988279789686203,0.988279789686203,1.4493329925091558e-08,775920
CASE_T1_006,SPLICE_SITE_USAGE,10,usage_CL:2000018 total RNA-seq,paired,-0.9882747232913971,0.9882798790931702,0.9882798790931702,4.154714183801644e-09,775920
CASE_T1_006,SPLICE_SITE_USAGE,11,usage_CL:2000040 total RNA-seq,paired,-0.9882742762565613,0.988279789686203,0.988279789686203,2.7718147888045053e-08,775920
CASE_T1_006,SPLICE_SITE_USAGE,12,usage_CL:2000041 total RNA-seq,paired,-0.9882747232913971,0.988279789686203,0.988279789686203,1.8176617933018946e-08,775920
CASE_T1_006,SPLICE_SITE_USAGE,13,usage_CL:0000115 total RNA-seq,paired,-0.976549506187439,0.9764223098754883,0.976549506187439,4.287829849861091e-08,1035295
CASE_T1_006,SPLICE_SITE_USAGE,14,usage_CL:0002188 total RNA-seq,paired,-0.9843583106994629,0.9841718673706055,0.9843583106994629,7.485196393958171e-08,1035295
CASE_T1_006,SPLICE_SITE_USAGE,15,usage_CL:0002543 total RNA-seq,paired,-0.9765467643737793,0.9763936996459961,0.9765467643737793,7.275677255808022e-08,1035295
CASE_T1_006,SPLICE_SITE_USAGE,16,usage_CL:0002545 total RNA-seq,paired,-0.9765477776527405,0.9763936996459961,0.9765477776527405,7.676686629431995e-08,1035295
CASE_T1_006,SPLICE_SITE_USAGE,17,usage_CL:0002618 polyA plus RNA-seq,paired,-0.9843560457229614,0.9841957092285156,0.9843560457229614,7.718669009504353e-08,1035295
CASE_T1_006,SPLICE_SITE_USAGE,18,usage_CL:0002618 total RNA-seq,paired,-0.9765458106994629,0.9763593673706055,0.9765458106994629,8.032671926921919e-08,1035295
CASE_T1_006,SPLICE_SITE_USAGE,19,usage_CL:1001568 total RNA-seq,paired,-0.9843560457229614,0.9841842651367188,0.9843560457229614,2.8612372478253878e-08,1035295
CASE_T1_006,SPLICE_SITE_USAGE,20,usage_CL:2000010 total RNA-seq,paired,-0.9843583106994629,0.9841842651367188,0.9843583106994629,3.6006584332171077e-08,1035295
CASE_T1_006,SPLICE_SITE_USAGE,21,usage_CL:2000011 total RNA-seq,paired,-0.9843572378158569,0.9841957092285156,0.9843572378158569,6.179296365566023e-08,1035295
CASE_T1_006,SPLICE_SITE_USAGE,22,usage_CL:2000016 total RNA-seq,paired,-0.9843572378158569,0.9841842651367188,0.9843572378158569,6.734732036633995e-08,1035295
CASE_T1_006,SPLICE_SITE_USAGE,23,usage_CL:2000018 total RNA-seq,paired,-0.9843583106994629,0.9841957092285156,0.9843583106994629,7.265949150681017e-08,1035295
CASE_T1_006,SPLICE_SITE_USAGE,24,usage_CL:2000040 total RNA-seq,paired,-0.9843572378158569,0.9841842651367188,0.9843572378158569,6.448944612352792e-08,1035295
CASE_T1_006,SPLICE_SITE_USAGE,25,usage_CL:2000041 total RNA-seq,paired,-0.9843572378158569,0.9841957092285156,0.9843572378158569,6.363097911771254e-08,1035295
CASE_T1_006,SPLICE_JUNCTIONS,0,junction_CL:0000115 total RNA-seq,paired,-0.02342367172241211,0.06104278564453125,0.06104278564453125,0.00022070260857882387,1708
CASE_T1_006,SPLICE_JUNCTIONS,1,junction_CL:0002188 total RNA-seq,paired,-0.015610694885253906,0.08611488342285156,0.08611488342285156,0.00045699699362531895,1708
CASE_T1_006,SPLICE_JUNCTIONS,2,junction_CL:0002543 total RNA-seq,paired,-0.04344749450683594,0.09954357147216797,0.09954357147216797,0.0009034519517156756,3688
CASE_T1_006,SPLICE_JUNCTIONS,3,junction_CL:0002545 total RNA-seq,paired,-0.05425214767456055,0.09186840057373047,0.09186840057373047,0.0005776170770767115,3688
CASE_T1_006,SPLICE_JUNCTIONS,4,junction_CL:0002618 polyA plus RNA-seq,paired,-0.007792472839355469,0.09284830093383789,0.09284830093383789,0.0005260006761809693,1425
CASE_T1_006,SPLICE_JUNCTIONS,5,junction_CL:0002618 total RNA-seq,paired,-0.016627788543701172,0.08097457885742188,0.08097457885742188,0.0004922086699717201,1425
CASE_T1_006,SPLICE_JUNCTIONS,6,junction_CL:1001568 total RNA-seq,paired,-0.05280637741088867,0.09065723419189453,0.09065723419189453,0.0006611700349603279,1708
CASE_T1_006,SPLICE_JUNCTIONS,7,junction_CL:2000010 total RNA-seq,paired,-0.05612754821777344,0.10434818267822266,0.10434818267822266,0.0011484120327959705,1425
CASE_T1_006,SPLICE_JUNCTIONS,8,junction_CL:2000011 total RNA-seq,paired,-0.051563262939453125,0.10425662994384766,0.10425662994384766,0.0011514471012966329,1708
CASE_T1_006,SPLICE_JUNCTIONS,9,junction_CL:2000016 total RNA-seq,paired,-0.06402397155761719,0.1021890640258789,0.1021890640258789,0.0012001902781755389,3688
CASE_T1_006,SPLICE_JUNCTIONS,10,junction_CL:2000018 total RNA-seq,paired,-0.05558156967163086,0.09317970275878906,0.09317970275878906,0.0005335569260047431,1708
CASE_T1_006,SPLICE_JUNCTIONS,11,junction_CL:2000040 total RNA-seq,paired,-0.05635356903076172,0.1048593521118164,0.1048593521118164,0.0010596578511317507,5720
CASE_T1_006,SPLICE_JUNCTIONS,12,junction_CL:2000041 total RNA-seq,paired,-0.05869483947753906,0.10854053497314453,0.10854053497314453,0.0011801739804498503,3688
CASE_T1_006,DNASE,0,CL:0000115 DNase-seq,paired,-30.28515625,27.4375,30.28515625,1.0607587359601212e-06,827638
CASE_T1_006,DNASE,1,CL:0002618 DNase-seq,paired,-40.7265625,41.3515625,41.3515625,1.4735975346829547e-05,879193
CASE_T1_006,DNASE,2,CL:1000892 DNase-seq,paired,-7.037109375,6.7529296875,7.037109375,-4.623633572009567e-06,865902
CASE_T1_006,DNASE,3,CL:1001568 DNase-seq,paired,-34.8671875,35.6083984375,35.6083984375,2.18216802746001e-05,879193
CASE_T1_006,DNASE,4,CL:2000010 DNase-seq,paired,-61.79296875,62.568359375,62.568359375,1.1983374389405732e-05,879193
CASE_T1_006,DNASE,5,CL:2000016 DNase-seq,paired,-72.9296875,73.7978515625,73.7978515625,2.276285490743213e-05,879193
CASE_T1_006,DNASE,6,CL:2000041 DNase-seq,paired,-62.8046875,63.83984375,63.83984375,1.9000943807399348e-05,879193
CASE_T1_006,DNASE,7,CL:2000044 DNase-seq,paired,-70.0,73.765625,73.765625,2.572236667445593e-05,879193
CASE_T1_006,CHIP_TF,0,CL:0000115 TF ChIP-seq CTCF,paired,-32.0,32.0,32.0,0.0239715576171875,771
CASE_T1_006,CHIP_TF,1,CL:0002618 TF ChIP-seq CTCF,paired,-96.0,64.0,96.0,-0.031792283058166504,4536
CASE_T1_006,CHIP_TF,2,CL:0002618 TF ChIP-seq FOS,paired,-8.0,32.0,32.0,0.001811981201171875,5647
CASE_T1_006,CHIP_TF,3,CL:0002618 TF ChIP-seq GATA2,paired,-6.0,16.0,16.0,0.014312744140625,5549
CASE_T1_006,CHIP_TF,4,CL:0002618 TF ChIP-seq JUN,paired,-8.0,16.0,16.0,0.020517349243164062,5646
CASE_T1_006,CHIP_TF,5,CL:0002618 TF ChIP-seq MAX,paired,-16.0,4.0,16.0,0.02013397216796875,7237
CASE_T1_006,CHIP_TF,6,CL:0002618 TF ChIP-seq MYC,paired,-16.0,16.0,16.0,0.03804969787597656,4537
CASE_T1_006,CHIP_TF,7,CL:0002618 TF ChIP-seq POLR2A,paired,-24.0,12.0,24.0,-0.068145751953125,7918
CASE_T1_006,CHIP_TF,8,CL:0002618 TF ChIP-seq POLR2AphosphoS5,paired,-32.0,16.0,32.0,-0.121826171875,5149
CASE_T1_006,CHIP_TF,9,CL:2000044 TF ChIP-seq CTCF,paired,-192.0,128.0,192.0,-0.00547027587890625,4537
CASE_T1_006,CAGE,0,hCAGE CL:0002138,paired,-1060.0,1024.0,1060.0,2.0265962545007454e-05,742831
CASE_T1_006,CAGE,1,hCAGE CL:0002144,paired,-1128.0,1104.0,1128.0,4.1977191087338994e-05,742831
CASE_T1_006,CAGE,2,hCAGE CL:0002188,paired,-1056.0,1048.0,1056.0,2.363177001651895e-05,742831
CASE_T1_006,CAGE,3,hCAGE CL:0002543,paired,-1004.0,968.0,1004.0,1.503393046298207e-05,742831
CASE_T1_006,CAGE,4,hCAGE CL:0002544,paired,-1184.0,1072.0,1184.0,4.776139284512482e-06,742831
CASE_T1_006,CAGE,5,hCAGE CL:0002545,paired,-1204.0,1088.0,1204.0,1.3452400187574654e-05,742831
CASE_T1_006,CAGE,6,hCAGE CL:0002588,paired,-958.0,1000.0,1000.0,-1.677854421265612e-05,742834
CASE_T1_006,CAGE,7,hCAGE CL:0002618,paired,-988.0,1000.0,1000.0,4.510077688729686e-06,742834
CASE_T1_006,CAGE,8,hCAGE CL:1000413,paired,-1136.0,1040.0,1136.0,4.248176289034511e-05,742831
CASE_T1_006,CAGE,9,hCAGE CL:0002138,paired,-820.0,1079.0,1079.0,0.00031732570221487677,1013111
CASE_T1_006,CAGE,10,hCAGE CL:0002144,paired,-834.0,1080.0,1080.0,0.000276926253301335,1013111
CASE_T1_006,CAGE,11,hCAGE CL:0002188,paired,-758.0,953.0,953.0,0.00019297427387232613,1013111
CASE_T1_006,CAGE,12,hCAGE CL:0002543,paired,-760.0,1032.0,1032.0,0.00015945842516273956,1013111
CASE_T1_006,CAGE,13,hCAGE CL:0002544,paired,-842.0,1122.0,1122.0,0.0001692131494628324,1013111
CASE_T1_006,CAGE,14,hCAGE CL:0002545,paired,-916.0,1215.0,1215.0,0.0002479508692665444,1013111
CASE_T1_006,CAGE,15,hCAGE CL:0002588,paired,-860.0,1066.0,1066.0,2.7675973042484703e-05,1013111
CASE_T1_006,CAGE,16,hCAGE CL:0002618,paired,-820.0,1043.0,1043.0,0.0001924748307751134,1013111
CASE_T1_006,CAGE,17,hCAGE CL:1000413,paired,-808.0,1065.0,1065.0,0.00020614871247881528,1013111
CASE_T1_006,PROCAP,0,ENCSR801ECP,paired,-284.78125,268.75,284.78125,4.0677054228166476e-05,1013495
CASE_T1_006,PROCAP,1,ENCSR801ECP,paired,-1754.0,2049.125,2049.125,6.895540813789403e-05,1013111
CASE_T1_006,CHIP_HISTONE,0,CL:0002618 Histone ChIP-seq H2AFZ,paired,-12.0,12.0,12.0,0.070465087890625,7601
CASE_T1_006,CHIP_HISTONE,1,CL:0002618 Histone ChIP-seq H3K27ac,paired,-64.0,64.0,64.0,-0.025790929794311523,5147
CASE_T1_006,CHIP_HISTONE,2,CL:0002618 Histone ChIP-seq H3K27me3,paired,-2.0,4.0,4.0,0.16975796222686768,3813
CASE_T1_006,CHIP_HISTONE,3,CL:0002618 Histone ChIP-seq H3K36me3,paired,-16.0,16.0,16.0,-0.16344070434570312,4384
CASE_T1_006,CHIP_HISTONE,4,CL:0002618 Histone ChIP-seq H3K4me1,paired,-16.0,16.0,16.0,-0.09012722969055176,5147
CASE_T1_006,CHIP_HISTONE,5,CL:0002618 Histone ChIP-seq H3K4me2,paired,-32.0,16.0,32.0,-0.04840660095214844,8085
CASE_T1_006,CHIP_HISTONE,6,CL:0002618 Histone ChIP-seq H3K4me3,paired,-64.0,64.0,64.0,-0.045745849609375,8090
CASE_T1_006,CHIP_HISTONE,7,CL:0002618 Histone ChIP-seq H3K79me2,paired,-32.0,16.0,32.0,-0.5415592193603516,6891
CASE_T1_006,CHIP_HISTONE,8,CL:0002618 Histone ChIP-seq H3K9ac,paired,-32.0,32.0,32.0,-0.008939743041992188,5153
CASE_T1_006,CHIP_HISTONE,9,CL:2000044 Histone ChIP-seq H3K27ac,paired,-24.0,32.0,32.0,0.0816030502319336,6864
CASE_T1_006,CHIP_HISTONE,10,CL:2000044 Histone ChIP-seq H3K36me3,paired,-4.0,4.0,4.0,0.05497384071350098,6082
CASE_T1_006,CHIP_HISTONE,11,CL:2000044 Histone ChIP-seq H3K4me3,paired,-320.0,128.0,320.0,-0.1009988784790039,7911
CASE_T1_006,SPLICE_SITES,0,donor,paired,-0.9999798536300659,0.999996155500412,0.999996155500412,-1.1472541388245217e-08,928878
CASE_T1_006,SPLICE_SITES,1,acceptor,paired,-0.9999881386756897,0.9999772310256958,0.9999881386756897,-7.813679606116786e-09,932545
CASE_T1_006,SPLICE_SITES,2,donor,paired,-0.9999956488609314,0.999996155500412,0.999996155500412,1.736635548074683e-07,568340
CASE_T1_006,SPLICE_SITES,3,acceptor,paired,-0.9999804496765137,0.9999913573265076,0.9999913573265076,2.2226964667415583e-07,875581
CASE_T1_007,RNA_SEQ,0,CL:0000115 total RNA-seq,paired,-2.5,1.5,2.5,-5.032002152485088e-06,1038391
CASE_T1_007,RNA_SEQ,1,CL:0002188 total RNA-seq,paired,-4.0,4.0,4.0,9.04436469402647e-05,1037224
CASE_T1_007,RNA_SEQ,2,CL:0002543 total RNA-seq,paired,-3.5,3.5,3.5,5.128692287736892e-05,1037601
CASE_T1_007,RNA_SEQ,3,CL:0002545 total RNA-seq,paired,-2.5,2.5,2.5,5.8594643332282766e-05,1037198
CASE_T1_007,RNA_SEQ,4,CL:0002618 polyA plus RNA-seq,paired,-8.0,8.0,8.0,0.00011267264345213163,1038020
CASE_T1_007,RNA_SEQ,5,CL:0002618 total RNA-seq,paired,-3.5,4.5,4.5,1.8983239407409673e-05,1038817
CASE_T1_007,RNA_SEQ,6,CL:1001568 total RNA-seq,paired,-5.0,5.0,5.0,0.00011720810458720228,1037377
CASE_T1_007,RNA_SEQ,7,CL:2000010 total RNA-seq,paired,-4.0,4.0,4.0,3.8080377774074245e-05,1037194
CASE_T1_007,RNA_SEQ,8,CL:2000011 total RNA-seq,paired,-4.0,4.0,4.0,9.620364923356535e-05,1037615
CASE_T1_007,RNA_SEQ,9,CL:2000016 total RNA-seq,paired,-3.5,3.5,3.5,5.489207271186714e-05,1037224
CASE_T1_007,RNA_SEQ,10,CL:2000018 total RNA-seq,paired,-6.0,5.0,6.0,9.794330973669676e-05,1037619
CASE_T1_007,RNA_SEQ,11,CL:2000040 total RNA-seq,paired,-3.5,4.5,4.5,4.767606809198688e-05,1038280
CASE_T1_007,RNA_SEQ,12,CL:2000041 total RNA-seq,paired,-4.0,4.0,4.0,0.00010165171613176394,1037193
CASE_T1_007,RNA_SEQ,13,CL:0000115 total RNA-seq,paired,-1.25,3.232421875,3.232421875,-0.00046945882358059854,524286
CASE_T1_007,RNA_SEQ,14,CL:0002188 total RNA-seq,paired,-2.8125,5.017578125,5.017578125,-0.0016799572230532349,524286
CASE_T1_007,RNA_SEQ,15,CL:0002543 total RNA-seq,paired,-2.5,4.1171875,4.1171875,-0.0012205129396602177,524286
CASE_T1_007,RNA_SEQ,16,CL:0002545 total RNA-seq,paired,-1.28125,2.5126953125,2.5126953125,-0.0006457657377451076,524286
CASE_T1_007,RNA_SEQ,17,CL:0002618 polyA plus RNA-seq,paired,-2.3125,5.330078125,5.330078125,-0.0014734551236063832,524286
CASE_T1_007,RNA_SEQ,18,CL:0002618 total RNA-seq,paired,-1.46875,3.16015625,3.16015625,-0.000759037200721251,524286
CASE_T1_007,RNA_SEQ,19,CL:1001568 total RNA-seq,paired,-2.6875,4.587890625,4.587890625,-0.0016238349949169758,524286
CASE_T1_007,RNA_SEQ,20,CL:2000010 total RNA-seq,paired,-3.875,7.08203125,7.08203125,-0.002060603412679945,524286
CASE_T1_007,RNA_SEQ,21,CL:2000011 total RNA-seq,paired,-3.125,5.39453125,5.39453125,-0.0017291937453011068,524286
CASE_T1_007,RNA_SEQ,22,CL:2000016 total RNA-seq,paired,-2.5625,4.5107421875,4.5107421875,-0.0014474845117000965,524286
CASE_T1_007,RNA_SEQ,23,CL:2000018 total RNA-seq,paired,-2.4375,4.341796875,4.341796875,-0.0013847429510588285,524286
CASE_T1_007,RNA_SEQ,24,CL:2000040 total RNA-seq,paired,-3.3125,5.53515625,5.53515625,-0.0015128715590059137,524286
CASE_T1_007,RNA_SEQ,25,CL:2000041 total RNA-seq,paired,-3.125,5.615234375,5.615234375,-0.0017531686758452767,524286
CASE_T1_007,RNA_SEQ,26,CL:0002618 polyA plus RNA-seq,paired,-10.0,10.0,10.0,-0.0011921101333480044,1035508
CASE_T1_007,SPLICE_SITE_USAGE,0,usage_CL:0000115 total RNA-seq,paired,-0.00390625,0.00390625,0.00390625,5.029623289035112e-09,733386
CASE_T1_007,SPLICE_SITE_USAGE,1,usage_CL:0002188 total RNA-seq,paired,-0.00390625,0.00390625,0.00390625,1.028405592629067e-08,818651
CASE_T1_007,SPLICE_SITE_USAGE,2,usage_CL:0002543 total RNA-seq,paired,-0.00390625,0.00390625,0.00390625,6.956369357283276e-09,734069
CASE_T1_007,SPLICE_SITE_USAGE,3,usage_CL:0002545 total RNA-seq,paired,-0.00390625,0.00390625,0.00390625,-8.911278981762506e-09,726083
CASE_T1_007,SPLICE_SITE_USAGE,4,usage_CL:0002618 polyA plus RNA-seq,paired,-0.00390625,0.00390625,0.00390625,9.727069089429663e-09,889162
CASE_T1_007,SPLICE_SITE_USAGE,5,usage_CL:0002618 total RNA-seq,paired,-0.00390625,0.00390625,0.00390625,3.006640075797762e-09,1015577
CASE_T1_007,SPLICE_SITE_USAGE,6,usage_CL:1001568 total RNA-seq,paired,-0.00390625,0.00390625,0.00390625,7.1844993548147995e-09,726083
CASE_T1_007,SPLICE_SITE_USAGE,7,usage_CL:2000010 total RNA-seq,paired,-0.00390625,0.00390625,0.00390625,7.1847000571168e-10,726083
CASE_T1_007,SPLICE_SITE_USAGE,8,usage_CL:2000011 total RNA-seq,paired,-0.00390625,0.00390625,0.00390625,2.874969080716213e-08,827085
CASE_T1_007,SPLICE_SITE_USAGE,9,usage_CL:2000016 total RNA-seq,paired,-0.00390625,0.00390625,0.00390625,1.908661393897667e-08,726083
CASE_T1_007,SPLICE_SITE_USAGE,10,usage_CL:2000018 total RNA-seq,paired,-0.00390625,0.00390625,0.00390625,-4.991941246978125e-09,726083
CASE_T1_007,SPLICE_SITE_USAGE,11,usage_CL:2000040 total RNA-seq,paired,-0.00390625,0.00390625,0.00390625,5.239419786917665e-09,736849
CASE_T1_007,SPLICE_SITE_USAGE,12,usage_CL:2000041 total RNA-seq,paired,-0.00390625,0.00390625,0.00390625,-3.1300128348280953e-09,736222
CASE_T1_007,SPLICE_SITE_USAGE,13,usage_CL:0000115 total RNA-seq,paired,-0.791748046875,0.03514474630355835,0.791748046875,-8.904197970987277e-07,524288
CASE_T1_007,SPLICE_SITE_USAGE,14,usage_CL:0002188 total RNA-seq,paired,-0.773193359375,0.026365309953689575,0.773193359375,-9.209404248664809e-07,524288
CASE_T1_007,SPLICE_SITE_USAGE,15,usage_CL:0002543 total RNA-seq,paired,-0.77587890625,0.030271172523498535,0.77587890625,-9.402912344903443e-07,524288
CASE_T1_007,SPLICE_SITE_USAGE,16,usage_CL:0002545 total RNA-seq,paired,-0.75439453125,0.027219414710998535,0.75439453125,-9.258393008428329e-07,524288
CASE_T1_007,SPLICE_SITE_USAGE,17,usage_CL:0002618 polyA plus RNA-seq,paired,-0.7490234375,0.028431594371795654,0.7490234375,-9.23856070097113e-07,524288
CASE_T1_007,SPLICE_SITE_USAGE,18,usage_CL:0002618 total RNA-seq,paired,-0.69580078125,0.020627886056900024,0.69580078125,-9.104488599639566e-07,524288
CASE_T1_007,SPLICE_SITE_USAGE,19,usage_CL:1001568 total RNA-seq,paired,-0.786376953125,0.02929447591304779,0.786376953125,-9.028736649597189e-07,524288
CASE_T1_007,SPLICE_SITE_USAGE,20,usage_CL:2000010 total RNA-seq,paired,-0.80419921875,0.037350788712501526,0.80419921875,-8.640248313262488e-07,524288
CASE_T1_007,SPLICE_SITE_USAGE,21,usage_CL:2000011 total RNA-seq,paired,-0.80712890625,0.0373506098985672,0.80712890625,-9.07260445599049e-07,524288
CASE_T1_007,SPLICE_SITE_USAGE,22,usage_CL:2000016 total RNA-seq,paired,-0.81005859375,0.0385713130235672,0.81005859375,-8.382703639857565e-07,524288
CASE_T1_007,SPLICE_SITE_USAGE,23,usage_CL:2000018 total RNA-seq,paired,-0.797607421875,0.03246830403804779,0.797607421875,-9.064791210392342e-07,524288
CASE_T1_007,SPLICE_SITE_USAGE,24,usage_CL:2000040 total RNA-seq,paired,-0.80224609375,0.0395478755235672,0.80224609375,-8.62900116896696e-07,524288
CASE_T1_007,SPLICE_SITE_USAGE,25,usage_CL:2000041 total RNA-seq,paired,-0.8134765625,0.0395478755235672,0.8134765625,-8.341888945411242e-07,524288
CASE_T1_007,SPLICE_JUNCTIONS,0,junction_CL:0000115 total RNA-seq,paired,-2.5693376064300537,1.472083038650453,2.5693376064300537,-0.0005083136317216172,3749
CASE_T1_007,SPLICE_JUNCTIONS,1,junction_CL:0002188 total RNA-seq,paired,-2.951000690460205,1.785979827400297,2.951000690460205,-0.0009948832543417883,3749
CASE_T1_007,SPLICE_JUNCTIONS,2,junction_CL:0002543 total RNA-seq,paired,-3.2066774368286133,3.1829273430630565,3.2066774368286133,-0.0021851648149966347,3749
CASE_T1_007,SPLICE_JUNCTIONS,3,junction_CL:0002545 total RNA-seq,paired,-2.8245153427124023,2.373793364968151,2.8245153427124023,-0.0014252430164730582,3749
CASE_T1_007,SPLICE_JUNCTIONS,4,junction_CL:0002618 polyA plus RNA-seq,paired,-2.575901746749878,1.449610139010474,2.575901746749878,-0.001143647598348855,3749
CASE_T1_007,SPLICE_JUNCTIONS,5,junction_CL:0002618 total RNA-seq,paired,-2.5974090099334717,1.4045126766432077,2.5974090099334717,-0.0010678148603743918,3749
CASE_T1_007,SPLICE_JUNCTIONS,6,junction_CL:1001568 total RNA-seq,paired,-2.921030044555664,2.340267648920417,2.921030044555664,-0.0016007729329145426,3749
CASE_T1_007,SPLICE_JUNCTIONS,7,junction_CL:2000010 total RNA-seq,paired,-3.5017495155334473,4.079093943350017,4.079093943350017,-0.002796559590351382,3672
CASE_T1_007,SPLICE_JUNCTIONS,8,junction_CL:2000011 total RNA-seq,paired,-3.4203038215637207,4.1729698572307825,4.1729698572307825,-0.0027534532462302305,3672
CASE_T1_007,SPLICE_JUNCTIONS,9,junction_CL:2000016 total RNA-seq,paired,-3.413205623626709,4.135313392616808,4.135313392616808,-0.0030132266767030447,3672
CASE_T1_007,SPLICE_JUNCTIONS,10,junction_CL:2000018 total RNA-seq,paired,-2.9417219161987305,2.1929564555175602,2.9417219161987305,-0.0012556699472582955,3749
CASE_T1_007,SPLICE_JUNCTIONS,11,junction_CL:2000040 total RNA-seq,paired,-3.463088035583496,4.025167760439217,4.025167760439217,-0.0026359219945725266,3672
CASE_T1_007,SPLICE_JUNCTIONS,12,junction_CL:2000041 total RNA-seq,paired,-3.485644817352295,4.211185283027589,4.211185283027589,-0.002952650656343067,3672
CASE_T1_007,DNASE,0,CL:0000115 DNase-seq,paired,-0.375,0.375,0.375,7.366502376981998e-07,785862
CASE_T1_007,DNASE,1,CL:0002618 DNase-seq,paired,-0.375,0.5,0.5,-1.565118342637301e-05,1035068
CASE_T1_007,DNASE,2,CL:1000892 DNase-seq,paired,-0.0625,0.03125,0.0625,-1.0125741596311855e-05,994056
CASE_T1_007,DNASE,3,CL:1001568 DNase-seq,paired,-0.25,0.25,0.25,-1.542325811172077e-05,994629
